0,	unknown_celeba/SNGAN,	Faces_HQ_styleGAN,	0.1109,	62.34
1,	unknown_celeba/AttGAN,	celeba_MMDGAN,	0.1125,	49.75
2,	unknown_celeba/starGAN,	celeba_MMDGAN,	0.1109,	61.11
3,	unknown_Faces_HQ/styleGAN2,	Faces_HQ_styleGAN,	0.1109,	39.38
4,	unknown_Faces_HQ/styleGAN3_r,	Faces_HQ_styleGAN,	0.1109,	52.72
5,	unknown_Faces_HQ/styleGAN3_t,	Faces_HQ_styleGAN,	0.1109,	51.93
6,	unknown_celeba/DisBetaVAE,	celeba_BetaVAE,	0.7888,	16.39
7,	unknown_celeba/InfoVAE,	celeba_BetaVAE,	0.7682,	17.46
8,	unknown_celeba/glow,	celeba_MMDGAN,	0.1109,	52.12
9,	unknown_celeba/ResFlow,	Faces_HQ_styleGAN,	0.1109,	45.48
10,	unknown_lsun_bedroom/LDM,	stable_diffusion_v21,	0.1109,	70.16
11,	unknown_lsun_bedroom/PNDM,	stable_diffusion_v21,	0.1109,	69.74
12,	unknown_celeba/Styleformer,	Faces_HQ_styleGAN,	0.1111,	57.43
13,	unknown_celeba/TransGAN,	celeba_VanillaVAE,	0.3158,	19.22
14,	unknown_ffhq/gansformer,	Faces_HQ_styleGAN,	0.1109,	46.65
15,	unknown_ffhq/StyleSwin,	Faces_HQ_styleGAN,	0.1109,	54.46
16,	unknown_stable_diffusion_xl,	stable_diffusion_v21,	0.112,	61.19
17,	unknown_midjourney_kaggle,	stable_diffusion_v21,	0.1109,	57.3
18,	unknown_T2I/glide,	stable_diffusion_v21,	0.114,	57.02
19,	unknown_T2I/dalle-mini,	stable_diffusion_v21,	0.1109,	56.67
20,	unknown_T2I/dalle_2,	stable_diffusion_v21,	0.1109,	56.41
21,	unknown_T2I/dalle_3,	stable_diffusion_v21,	0.1109,	52.79
